Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2
2740,8.67,0.71,217.71,49606.12,73.39,6237.37,226628.57
2750,8.67,0.71,217.7,49532.73,73.39,6234.92,226628.57
2760,8.67,0.71,217.7,49459.34,73.39,6232.47,226628.57
2770,8.68,0.71,217.69,49385.95,73.39,6230.02,226628.57
2780,8.68,0.71,217.68,49312.56,73.39,6227.57,226628.57
2790,8.68,0.71,217.67,49239.17,73.39,6225.12,226628.57
2800,8.68,0.71,217.66,49165.78,73.39,6222.67,226628.57
2810,8.69,0.71,217.66,49092.39,73.39,6220.22,226628.57
2820,8.69,0.71,217.65,49019.0,73.39,6217.77,226628.57
2830,8.69,0.71,217.64,48945.61,73.39,6215.33,226628.57
2840,8.69,0.71,217.63,48872.22,73.39,6212.88,226628.57
2850,8.7,0.71,217.63,48798.83,73.39,6210.43,226628.57
2860,8.7,0.71,217.62,48725.44,73.39,6207.98,226628.57
2870,8.7,0.71,217.61,48652.05,73.39,6205.54,226628.57
2880,8.7,0.71,217.6,48578.66,73.39,6203.09,226628.57
2890,8.71,0.71,217.59,48505.27,73.39,6200.64,226628.57
2900,8.71,0.71,217.59,48431.88,73.39,6198.19,226628.57
2910,8.71,0.71,217.58,48358.49,73.39,6195.75,226628.57
2920,8.71,0.71,217.57,48285.1,73.39,6193.3,226628.57
2930,8.72,0.71,217.56,48211.71,73.39,6190.86,226628.57
2940,8.72,0.71,217.56,48138.32,73.39,6188.41,226628.57
2950,8.72,0.71,217.55,48064.93,73.39,6185.96,226628.57
2960,8.73,0.71,217.54,47991.54,73.39,6183.52,226628.57
2970,8.73,0.71,217.53,47918.15,73.39,6181.07,226628.57
2980,8.73,0.71,217.52,47844.76,73.39,6178.63,226628.57
2990,8.73,0.71,217.52,47771.37,73.39,6176.18,226628.57
3000,8.74,0.71,217.51,47697.98,73.39,6173.74,226628.57
3010,8.74,0.71,217.5,47624.59,73.39,6171.29,226628.57
3020,8.74,0.71,217.49,47551.2,73.39,6168.85,226628.57
3030,8.74,0.71,217.48,47477.81,73.39,6166.41,226628.57
3040,8.75,0.71,217.48,47404.42,73.39,6163.96,226628.57
3050,8.75,0.71,217.47,47331.03,73.39,6161.52,226628.57
3060,8.75,0.71,217.46,47257.64,73.39,6159.08,226628.57
3070,8.75,0.71,217.45,47184.25,73.39,6156.63,226628.57
3080,8.76,0.71,217.45,47110.86,73.39,6154.19,226628.57
3090,8.76,0.71,217.44,47037.47,73.39,6151.75,226628.57
3100,8.76,0.71,217.43,46964.08,73.39,6149.31,226628.57
3110,8.76,0.71,217.42,46890.69,73.39,6146.86,226628.57
3120,8.77,0.71,217.41,46817.3,73.39,6144.42,226628.57
3130,8.77,0.71,217.41,46743.9,73.39,6141.98,226628.57
3140,8.77,0.71,217.4,46670.51,73.39,6139.54,226628.57
3150,8.77,0.71,217.39,46597.12,73.39,6137.1,226628.57
3160,8.78,0.71,217.38,46523.73,73.39,6134.66,226628.57
3170,8.78,0.71,217.37,46450.34,73.39,6132.22,226628.57
3180,8.78,0.71,217.37,46376.95,73.39,6129.77,226628.57
3190,8.78,0.71,217.36,46303.56,73.39,6127.33,226628.57
3200,8.79,0.71,217.35,46230.17,73.39,6124.89,226628.57
3210,8.79,0.71,217.34,46156.78,73.39,6122.45,226628.57
3220,8.79,0.71,217.34,46083.39,73.39,6120.01,226628.57
3230,8.79,0.71,217.33,46010.0,73.39,6117.57,226628.57
3240,8.8,0.71,217.32,45936.61,73.39,6115.14,226628.57
3250,8.8,0.71,217.31,45863.22,73.39,6112.7,226628.57
3260,8.8,0.71,217.3,45789.83,73.39,6110.26,226628.57
3270,8.8,0.71,217.3,45716.44,73.39,6107.82,226628.57
3280,8.81,0.71,217.29,45643.05,73.39,6105.38,226628.57
3290,8.81,0.71,217.28,45569.66,73.39,6102.94,226628.57
3300,8.81,0.71,217.27,45496.27,73.39,6100.5,226628.57
3310,8.82,0.71,217.26,45422.88,73.39,6098.07,226628.57
3320,8.82,0.71,217.26,45349.49,73.39,6095.63,226628.57
3330,8.82,0.71,217.25,45276.1,73.39,6093.19,226628.57
3340,8.82,0.71,217.24,45202.71,73.39,6090.75,226628.57
3350,8.83,0.71,217.23,45129.32,73.39,6088.32,226628.57
3360,8.83,0.71,217.22,45055.93,73.39,6085.88,226628.57
3370,8.83,0.71,217.22,44982.54,73.39,6083.44,226628.57
3380,8.83,0.71,217.21,44909.15,73.39,6081.01,226628.57
3390,8.84,0.71,217.2,44835.76,73.39,6078.57,226628.57
3400,8.84,0.71,217.19,44762.37,73.39,6076.14,226628.57
3410,8.84,0.71,217.18,44688.98,73.39,6073.7,226628.57
3420,8.84,0.71,217.18,44615.59,73.39,6071.27,226628.57
3430,8.85,0.71,217.17,44542.2,73.39,6068.83,226628.57
3440,8.85,0.71,217.16,44468.81,73.39,6066.4,226628.57
3450,8.85,0.71,217.15,44395.42,73.39,6063.96,226628.57
3460,8.85,0.71,217.14,44322.03,73.39,6061.53,226628.57
3470,8.86,0.71,217.14,44248.64,73.39,6059.09,226628.57
3480,8.86,0.71,217.13,44175.25,73.39,6056.66,226628.57
3490,8.86,0.71,217.12,44101.86,73.39,6054.22,226628.57
3500,8.86,0.71,217.11,44028.47,73.39,6051.79,226628.57
3510,8.87,0.71,217.11,43955.08,73.39,6049.36,226628.57
3520,8.87,0.71,217.1,43881.69,73.39,6046.92,226628.57
3530,8.87,0.71,217.09,43808.3,73.39,6044.49,226628.57
3540,8.87,0.71,217.08,43734.91,73.39,6042.06,226628.57
3550,8.88,0.71,217.07,43661.52,73.39,6039.62,226628.57
3560,8.88,0.71,217.07,43588.13,73.39,6037.19,226628.57
3570,8.88,0.71,217.06,43514.74,73.39,6034.76,226628.57
3580,8.89,0.71,217.05,43441.35,73.39,6032.33,226628.57
3590,8.89,0.71,217.04,43367.96,73.39,6029.9,226628.57
3600,8.89,0.71,217.03,43294.57,73.39,6027.47,226628.57
3610,8.89,0.71,217.03,43221.18,73.39,6025.03,226628.57
3620,8.9,0.71,217.02,43147.79,73.39,6022.6,226628.57
3630,8.9,0.71,217.01,43074.4,73.39,6020.17,226628.57
3640,8.9,0.71,217.0,43001.01,73.39,6017.74,226628.57
3650,8.9,0.71,216.99,42927.62,73.39,6015.31,226628.57
3660,8.91,0.71,216.99,42854.23,73.39,6012.88,226628.57
3670,8.91,0.71,216.98,42780.84,73.39,6010.45,226628.57
3680,8.91,0.71,216.97,42707.45,73.39,6008.02,226628.57
3690,8.91,0.71,216.96,42634.06,73.39,6005.59,226628.57
3700,8.92,0.71,216.95,42560.67,73.39,6003.16,226628.57
3710,8.92,0.71,216.94,42487.28,73.39,6000.73,226628.57
3720,8.92,0.71,216.94,42413.89,73.39,5998.3,226628.57
3730,8.92,0.71,216.93,42340.5,73.39,5995.88,226628.57
3740,8.93,0.71,216.92,42267.11,73.39,5993.45,226628.57
3750,8.93,0.71,216.91,42193.72,73.39,5991.02,226628.57
3760,8.93,0.71,216.9,42120.33,73.39,5988.59,226628.57
3770,8.94,0.71,216.9,42046.94,73.39,5986.16,226628.57
3780,8.94,0.71,216.89,41973.55,73.39,5983.74,226628.57
3790,8.94,0.71,216.88,41900.16,73.39,5981.31,226628.57
3800,8.94,0.71,216.87,41826.77,73.39,5978.88,226628.57
3810,8.95,0.71,216.86,41753.38,73.39,5976.45,226628.57
3820,8.95,0.71,216.86,41679.99,73.39,5974.03,226628.57
3830,8.95,0.71,216.85,41606.6,73.39,5971.6,226628.57
3840,8.95,0.71,216.84,41533.21,73.39,5969.18,226628.57
3850,8.96,0.71,216.83,41459.82,73.39,5966.75,226628.57
3860,8.96,0.71,216.82,41386.43,73.39,5964.32,226628.57
3870,8.96,0.71,216.82,41313.04,73.39,5961.9,226628.57
3880,8.96,0.71,216.81,41239.65,73.39,5959.47,226628.57
3890,8.97,0.71,216.8,41166.26,73.39,5957.05,226628.57
