Dist,Alt,Mach,TAS,Fuel,Fuel Burn,gNOx,gCO2
4030,9,0.71,216.81,40431.1,73.38,5929.15,226591.76
4040,9,0.71,216.76,40357.72,73.38,5928.29,226603.86
4050,9,0.71,216.72,40284.33,73.39,5927.43,226615.98
4060,9,0.71,216.68,40210.94,73.39,5926.57,226628.1
4070,9,0.71,216.64,40137.55,73.39,5925.71,226640.23
4080,9,0.71,216.59,40064.15,73.4,5924.85,226652.38
4090,9,0.71,216.55,39990.75,73.4,5924.0,226664.53
4100,9,0.71,216.51,39917.34,73.41,5923.14,226676.69
4110,9,0.71,216.47,39843.93,73.41,5922.28,226688.86
4120,9,0.71,216.42,39770.52,73.41,5921.42,226701.04
4130,9,0.71,216.38,39697.1,73.42,5920.57,226713.24
4140,9,0.71,216.34,39623.68,73.42,5919.71,226725.44
4150,9,0.71,216.3,39550.25,73.43,5918.85,226737.65
4160,9,0.71,216.25,39476.82,73.43,5918.0,226749.87
4170,9,0.71,216.21,39403.39,73.43,5917.14,226762.1
4180,9,0.71,216.17,39329.95,73.44,5916.29,226774.34
4190,9,0.71,216.12,39256.51,73.44,5915.43,226786.58
4200,9,0.71,216.08,39183.07,73.45,5914.58,226798.84
4210,9,0.71,216.04,39109.62,73.45,5913.72,226811.11
4220,9,0.71,216.0,39036.16,73.45,5912.87,226823.39
4230,9,0.71,215.95,38962.71,73.46,5912.01,226835.68
4240,9,0.71,215.91,38889.25,73.46,5911.16,226847.98
4250,9,0.71,215.87,38815.78,73.47,5910.3,226860.28
4260,9,0.71,215.82,38742.31,73.47,5909.45,226872.6
4270,9,0.71,215.78,38668.84,73.47,5908.6,226884.93
4280,9,0.71,215.74,38595.36,73.48,5907.75,226897.26
4290,9,0.71,215.7,38521.88,73.48,5906.89,226909.61
4300,9,0.71,215.65,38448.39,73.49,5906.04,226921.97
4310,9,0.71,215.61,38374.91,73.49,5905.19,226934.33
4320,9,0.71,215.57,38301.41,73.49,5904.34,226946.71
